_id,sessionID,depot_id,stationID,vehicle_type,charger_type,timezone,connectionTime,disconnectTime,doneChargingTime,extraTime,kWhDelivered,kWhRequested,minutesAvailable,WhPerMile,BUS_CAPACITY_KWH,plug_in_soc_kwh,plug_out_soc_kwh,plug_in_soc_percent,plug_out_soc_percent,energy_met_percent
D86_CAR_MODEL_B_24,D86_CAR_MODEL_B_24,MY_PAGOH_FAST,MY_PAGOH_FAST_AC_2,CAR_MODEL_B,AC,UTC+8,2024-03-27 17:37:10.119956,2024-03-27 18:15:10.119956,2024-03-27 18:05:00,10.168665933333333,4.2,4.2,38.0,300,60.0,12.04,16.24,20.06,27.06,100.11
D86_CAR_MODEL_B_9,D86_CAR_MODEL_B_9,MY_PAGOH_FAST,MY_PAGOH_FAST_AC_1,CAR_MODEL_B,AC,UTC+8,2024-03-27 17:41:50.860276,2024-03-27 18:15:50.860276,2024-03-27 18:10:00,5.847671266666667,4.2,3.75,34.0,300,60.0,6.85,11.05,11.41,18.41,111.89
D86_CAR_MODEL_A_15,D86_CAR_MODEL_A_15,MY_PAGOH_FAST,MY_PAGOH_FAST_AC_0,CAR_MODEL_A,AC,UTC+8,2024-03-27 17:52:45.832759,2024-03-27 18:51:45.832759,2024-03-27 18:40:00,11.763879316666667,10.08,9.95,59.0,300,75.0,48.57,58.65,64.76,78.2,101.33
D86_CAR_MODEL_A_28,D86_CAR_MODEL_A_28,MY_PAGOH_FAST,MY_PAGOH_FAST_AC_0,CAR_MODEL_A,AC,UTC+8,2024-03-27 19:14:27.214532,2024-03-27 20:10:27.214532,2024-03-27 20:00:00,10.453575533333332,10.08,9.45,56.0,300,75.0,8.93,19.01,11.9,25.35,106.75
D86_CAR_MODEL_C_16,D86_CAR_MODEL_C_16,MY_PAGOH_FAST,MY_PAGOH_FAST_AC_1,CAR_MODEL_C,AC,UTC+8,2024-03-27 20:08:55.852864,2024-03-27 21:02:55.852864,2024-03-27 20:50:00,12.930881066666666,9.17,9.11,54.0,300,100.0,44.13,53.3,44.13,53.3,100.64
D87_CAR_MODEL_A_4,D87_CAR_MODEL_A_4,MY_PAGOH_FAST,MY_PAGOH_FAST_AC_0,CAR_MODEL_A,AC,UTC+8,2024-03-28 07:50:27.456119,2024-03-28 08:22:27.456119,2024-03-28 08:15:00,7.457601983333333,5.5,5.4,32.0,300,75.0,43.75,49.25,58.33,65.66,101.9
D87_R1_B0_L1_Pagoh,D87_R1_B0_L1_Pagoh,MY_PAGOH_FAST,MY_PAGOH_FAST_DC_0,BYD_K9,DC,UTC+8,2024-03-28 10:37:58.428597,2024-03-28 11:07:58.428597,2024-03-28 11:00:00,7.973809950000001,125.0,115.0,30.0,2000,324.0,92.06,217.06,28.41,66.99,108.7
D87_R1_B1_L1_Pagoh,D87_R1_B1_L1_Pagoh,MY_PAGOH_FAST,MY_PAGOH_FAST_DC_1,BYD_K9,DC,UTC+8,2024-03-28 10:45:28.682263,2024-03-28 11:15:28.682263,2024-03-28 11:10:00,5.478037716666666,125.0,115.0,30.0,2000,324.0,115.73,240.73,35.72,74.3,108.7
D87_R1_B2_L1_Pagoh,D87_R1_B2_L1_Pagoh,MY_PAGOH_FAST,MY_PAGOH_FAST_DC_2,BYD_K9,DC,UTC+8,2024-03-28 10:58:56.892719,2024-03-28 11:28:56.892719,2024-03-28 11:20:00,8.948211983333334,125.0,115.0,30.0,2000,324.0,125.53,250.53,38.74,77.32,108.7
D87_R1_B3_L1_Pagoh,D87_R1_B3_L1_Pagoh,MY_PAGOH_FAST,MY_PAGOH_FAST_DC_3,BYD_K9,DC,UTC+8,2024-03-28 11:16:06.814819,2024-03-28 11:46:06.814819,2024-03-28 11:40:00,6.113580316666667,125.0,115.0,30.0,2000,324.0,130.7,255.7,40.34,78.92,108.7
D87_R1_B4_L1_Pagoh,D87_R1_B4_L1_Pagoh,MY_PAGOH_FAST,MY_PAGOH_FAST_DC_2,BYD_K9,DC,UTC+8,2024-03-28 11:30:51.132900,2024-03-28 12:00:51.132900,2024-03-28 11:55:00,5.852215,125.0,115.0,30.0,2000,324.0,136.49,261.49,42.13,80.71,108.7
D87_CAR_MODEL_A_11,D87_CAR_MODEL_A_11,MY_PAGOH_FAST,MY_PAGOH_FAST_AC_2,CAR_MODEL_A,AC,UTC+8,2024-03-28 14:59:56.102775,2024-03-28 15:50:56.102775,2024-03-28 15:40:00,10.93504625,9.17,8.6,51.0,300,75.0,14.55,23.72,19.4,31.62,106.56
D87_R1_B1_L3_Pagoh,D87_R1_B1_L3_Pagoh,MY_PAGOH_FAST,MY_PAGOH_FAST_DC_1,BYD_K9,DC,UTC+8,2024-03-28 16:01:54.045738,2024-03-28 16:31:54.045738,2024-03-28 16:25:00,6.900762299999999,125.0,115.0,30.0,2000,324.0,90.93,215.93,28.07,66.65,108.7
D87_R1_B0_L3_Pagoh,D87_R1_B0_L3_Pagoh,MY_PAGOH_FAST,MY_PAGOH_FAST_DC_0,BYD_K9,DC,UTC+8,2024-03-28 16:01:45.411078,2024-03-28 16:31:45.411078,2024-03-28 16:25:00,6.756851299999999,125.0,115.0,30.0,2000,324.0,90.34,215.34,27.88,66.46,108.7
D87_CAR_MODEL_B_5,D87_CAR_MODEL_B_5,MY_PAGOH_FAST,MY_PAGOH_FAST_AC_2,CAR_MODEL_B,AC,UTC+8,2024-03-28 16:01:17.884505,2024-03-28 16:55:17.884505,2024-03-28 16:45:00,10.298075083333334,6.0,5.96,54.0,300,60.0,39.99,45.99,66.65,76.65,100.64
D87_R2_B0_L3_Pagoh,D87_R2_B0_L3_Pagoh,MY_PAGOH_FAST,MY_PAGOH_FAST_DC_2,BYD_K9,DC,UTC+8,2024-03-28 16:30:08.848026,2024-03-28 17:00:08.848026,2024-03-28 16:55:00,5.1474671,125.0,115.0,30.0,2000,324.0,101.6,226.6,31.36,69.94,108.7
D87_R2_B1_L3_Pagoh,D87_R2_B1_L3_Pagoh,MY_PAGOH_FAST,MY_PAGOH_FAST_DC_3,BYD_K9,DC,UTC+8,2024-03-28 16:52:50.032974,2024-03-28 17:22:50.032974,2024-03-28 17:15:00,7.833882900000001,125.0,115.0,30.0,2000,324.0,107.1,232.1,33.06,71.64,108.7
D87_R1_B3_L3_Pagoh,D87_R1_B3_L3_Pagoh,MY_PAGOH_FAST,MY_PAGOH_FAST_DC_1,BYD_K9,DC,UTC+8,2024-03-28 16:51:44.742901,2024-03-28 17:21:44.742901,2024-03-28 17:15:00,6.745715016666667,125.0,115.0,30.0,2000,324.0,102.3,227.3,31.58,70.16,108.7
D87_R2_B2_L3_Pagoh,D87_R2_B2_L3_Pagoh,MY_PAGOH_FAST,MY_PAGOH_FAST_DC_2,BYD_K9,DC,UTC+8,2024-03-28 17:00:33.950406,2024-03-28 17:30:33.950406,2024-03-28 17:25:00,5.5658401,125.0,115.0,30.0,2000,324.0,149.98,274.98,46.29,84.87,108.7
D87_R1_B2_L3_Pagoh,D87_R1_B2_L3_Pagoh,MY_PAGOH_FAST,MY_PAGOH_FAST_DC_0,BYD_K9,DC,UTC+8,2024-03-28 17:17:24.045518,2024-03-28 17:47:24.045518,2024-03-28 17:40:00,7.400758633333334,125.0,115.0,30.0,2000,324.0,120.59,245.59,37.22,75.8,108.7
D87_CAR_MODEL_A_6,D87_CAR_MODEL_A_6,MY_PAGOH_FAST,MY_PAGOH_FAST_AC_0,CAR_MODEL_A,AC,UTC+8,2024-03-28 17:44:17.151271,2024-03-28 18:44:17.151271,2024-03-28 18:35:00,9.285854516666666,11.0,10.12,60.0,300,75.0,32.17,43.17,42.9,57.56,108.7
D87_R1_B4_L3_Pagoh,D87_R1_B4_L3_Pagoh,MY_PAGOH_FAST,MY_PAGOH_FAST_DC_0,BYD_K9,DC,UTC+8,2024-03-28 17:59:15.436935,2024-03-28 18:29:15.436935,2024-03-28 18:20:00,9.25728225,125.0,115.0,30.0,2000,324.0,108.52,233.52,33.49,72.07,108.7
D87_CAR_MODEL_B_7,D87_CAR_MODEL_B_7,MY_PAGOH_FAST,MY_PAGOH_FAST_AC_2,CAR_MODEL_B,AC,UTC+8,2024-03-28 18:00:20.286271,2024-03-28 18:35:20.286271,2024-03-28 18:30:00,5.338104516666666,4.2,3.86,35.0,300,60.0,29.74,33.94,49.56,56.56,108.7
D87_R2_B3_L3_Pagoh,D87_R2_B3_L3_Pagoh,MY_PAGOH_FAST,MY_PAGOH_FAST_DC_1,BYD_K9,DC,UTC+8,2024-03-28 18:07:29.776595,2024-03-28 18:37:29.776595,2024-03-28 18:30:00,7.496276583333333,125.0,115.0,30.0,2000,324.0,119.82,244.82,36.98,75.56,108.7
D87_CAR_MODEL_A_9,D87_CAR_MODEL_A_9,MY_PAGOH_FAST,MY_PAGOH_FAST_AC_1,CAR_MODEL_A,AC,UTC+8,2024-03-28 18:15:44.904140,2024-03-28 18:48:44.904140,2024-03-28 18:40:00,8.748402333333333,5.5,5.57,33.0,300,75.0,47.38,52.88,63.18,70.51,98.81
D87_CAR_MODEL_C_10,D87_CAR_MODEL_C_10,MY_PAGOH_FAST,MY_PAGOH_FAST_AC_0,CAR_MODEL_C,AC,UTC+8,2024-03-28 18:52:55.741953,2024-03-28 19:28:55.741953,2024-03-28 19:20:00,8.929032549999999,6.42,6.07,36.0,300,100.0,18.32,24.73,18.32,24.73,105.68
D88_R1_B0_L1_Pagoh,D88_R1_B0_L1_Pagoh,MY_PAGOH_FAST,MY_PAGOH_FAST_DC_0,BYD_K9,DC,UTC+8,2024-03-29 10:25:40.531166,2024-03-29 10:55:40.531166,2024-03-29 10:50:00,5.675519433333333,125.0,115.0,30.0,2000,324.0,160.06,285.06,49.4,87.98,108.7
D88_R1_B1_L1_Pagoh,D88_R1_B1_L1_Pagoh,MY_PAGOH_FAST,MY_PAGOH_FAST_DC_1,BYD_K9,DC,UTC+8,2024-03-29 10:49:09.627606,2024-03-29 11:19:09.627606,2024-03-29 11:10:00,9.1604601,125.0,115.0,30.0,2000,324.0,131.81,256.81,40.68,79.26,108.7
D88_R1_B3_L1_Pagoh,D88_R1_B3_L1_Pagoh,MY_PAGOH_FAST,MY_PAGOH_FAST_DC_3,BYD_K9,DC,UTC+8,2024-03-29 11:07:21.863761,2024-03-29 11:37:21.863761,2024-03-29 11:30:00,7.364396016666666,125.0,115.0,30.0,2000,324.0,126.44,251.44,39.02,77.6,108.7
D88_R1_B2_L1_Pagoh,D88_R1_B2_L1_Pagoh,MY_PAGOH_FAST,MY_PAGOH_FAST_DC_2,BYD_K9,DC,UTC+8,2024-03-29 11:09:55.012080,2024-03-29 11:39:55.012080,2024-03-29 11:30:00,9.916868,125.0,115.0,30.0,2000,324.0,151.93,276.93,46.89,85.47,108.7
D88_R1_B4_L1_Pagoh,D88_R1_B4_L1_Pagoh,MY_PAGOH_FAST,MY_PAGOH_FAST_DC_3,BYD_K9,DC,UTC+8,2024-03-29 11:35:07.465930,2024-03-29 12:05:07.465930,2024-03-29 12:00:00,5.124432166666667,125.0,115.0,30.0,2000,324.0,154.64,279.64,47.73,86.31,108.7
D88_CAR_MODEL_A_5,D88_CAR_MODEL_A_5,MY_PAGOH_FAST,MY_PAGOH_FAST_AC_2,CAR_MODEL_A,AC,UTC+8,2024-03-29 12:55:58.219327,2024-03-29 13:49:58.219327,2024-03-29 13:40:00,9.970322116666667,9.17,9.11,54.0,300,75.0,47.42,56.59,63.23,75.45,100.64
D88_R1_B0_L3_Pagoh,D88_R1_B0_L3_Pagoh,MY_PAGOH_FAST,MY_PAGOH_FAST_DC_0,BYD_K9,DC,UTC+8,2024-03-29 15:56:07.349571,2024-03-29 16:26:07.349571,2024-03-29 16:20:00,6.12249285,125.0,115.0,30.0,2000,324.0,135.33,260.33,41.77,80.35,108.7
D88_R1_B1_L3_Pagoh,D88_R1_B1_L3_Pagoh,MY_PAGOH_FAST,MY_PAGOH_FAST_DC_1,BYD_K9,DC,UTC+8,2024-03-29 16:18:23.559621,2024-03-29 16:48:23.559621,2024-03-29 16:40:00,8.39266035,125.0,115.0,30.0,2000,324.0,91.86,216.86,28.35,66.93,108.7
D88_CAR_MODEL_A_17,D88_CAR_MODEL_A_17,MY_PAGOH_FAST,MY_PAGOH_FAST_AC_2,CAR_MODEL_A,AC,UTC+8,2024-03-29 16:25:18.253927,2024-03-29 17:07:18.253927,2024-03-29 17:00:00,7.304232116666666,7.33,7.08,42.0,300,75.0,45.75,53.08,61.0,70.78,103.52
D88_R2_B0_L3_Pagoh,D88_R2_B0_L3_Pagoh,MY_PAGOH_FAST,MY_PAGOH_FAST_DC_3,BYD_K9,DC,UTC+8,2024-03-29 16:32:43.506752,2024-03-29 17:02:43.506752,2024-03-29 16:55:00,7.725112533333333,125.0,115.0,30.0,2000,324.0,121.25,246.25,37.42,76.0,108.7
D88_R1_B3_L3_Pagoh,D88_R1_B3_L3_Pagoh,MY_PAGOH_FAST,MY_PAGOH_FAST_DC_2,BYD_K9,DC,UTC+8,2024-03-29 16:41:49.815680,2024-03-29 17:11:49.815680,2024-03-29 17:05:00,6.8302613333333335,125.0,115.0,30.0,2000,324.0,88.1,213.1,27.19,65.77,108.7
D88_R1_B2_L3_Pagoh,D88_R1_B2_L3_Pagoh,MY_PAGOH_FAST,MY_PAGOH_FAST_DC_0,BYD_K9,DC,UTC+8,2024-03-29 16:44:20.638407,2024-03-29 17:14:20.638407,2024-03-29 17:05:00,9.34397345,125.0,115.0,30.0,2000,324.0,159.53,284.53,49.24,87.82,108.7
D88_R1_B4_L3_Pagoh,D88_R1_B4_L3_Pagoh,MY_PAGOH_FAST,MY_PAGOH_FAST_DC_1,BYD_K9,DC,UTC+8,2024-03-29 16:57:03.337774,2024-03-29 17:27:03.337774,2024-03-29 17:20:00,7.055629566666667,125.0,115.0,30.0,2000,324.0,97.4,222.4,30.06,68.64,108.7
D88_R2_B3_L3_Pagoh,D88_R2_B3_L3_Pagoh,MY_PAGOH_FAST,MY_PAGOH_FAST_DC_0,BYD_K9,DC,UTC+8,2024-03-29 17:14:26.776628,2024-03-29 17:44:26.776628,2024-03-29 17:35:00,9.446277133333332,125.0,115.0,30.0,2000,324.0,134.98,259.98,41.66,80.24,108.7
D88_CAR_MODEL_A_0,D88_CAR_MODEL_A_0,MY_PAGOH_FAST,MY_PAGOH_FAST_AC_0,CAR_MODEL_A,AC,UTC+8,2024-03-29 17:34:44.180099,2024-03-29 18:25:44.180099,2024-03-29 18:15:00,10.736334983333334,9.17,8.6,51.0,300,75.0,23.71,32.87,31.61,43.83,106.56
D88_CAR_MODEL_A_4,D88_CAR_MODEL_A_4,MY_PAGOH_FAST,MY_PAGOH_FAST_AC_1,CAR_MODEL_A,AC,UTC+8,2024-03-29 18:50:16.173833,2024-03-29 19:43:16.173833,2024-03-29 19:35:00,8.269563883333333,9.17,8.94,53.0,300,75.0,12.6,21.77,16.81,29.03,102.54
D88_CAR_MODEL_A_2,D88_CAR_MODEL_A_2,MY_PAGOH_FAST,MY_PAGOH_FAST_AC_0,CAR_MODEL_A,AC,UTC+8,2024-03-29 19:01:03.814108,2024-03-29 19:32:03.814108,2024-03-29 19:25:00,7.063568466666666,5.5,5.23,31.0,300,75.0,13.5,19.0,18.0,25.33,105.19
D88_CAR_MODEL_B_23,D88_CAR_MODEL_B_23,MY_PAGOH_FAST,MY_PAGOH_FAST_AC_0,CAR_MODEL_B,AC,UTC+8,2024-03-29 19:38:11.255657,2024-03-29 20:12:11.255657,2024-03-29 20:05:00,7.1875942833333335,4.2,3.75,34.0,300,60.0,9.47,13.67,15.78,22.78,111.89
D89_R1_B0_L1_Pagoh,D89_R1_B0_L1_Pagoh,MY_PAGOH_FAST,MY_PAGOH_FAST_DC_0,BYD_K9,DC,UTC+8,2024-03-30 10:24:18.992064,2024-03-30 10:54:18.992064,2024-03-30 10:45:00,9.3165344,125.0,115.0,30.0,2000,324.0,128.63,253.63,39.7,78.28,108.7
D89_R1_B1_L1_Pagoh,D89_R1_B1_L1_Pagoh,MY_PAGOH_FAST,MY_PAGOH_FAST_DC_1,BYD_K9,DC,UTC+8,2024-03-30 10:52:47.515204,2024-03-30 11:22:47.515204,2024-03-30 11:15:00,7.791920066666666,125.0,115.0,30.0,2000,324.0,125.05,250.05,38.59,77.18,108.7
D89_R1_B2_L1_Pagoh,D89_R1_B2_L1_Pagoh,MY_PAGOH_FAST,MY_PAGOH_FAST_DC_2,BYD_K9,DC,UTC+8,2024-03-30 11:00:11.806726,2024-03-30 11:30:11.806726,2024-03-30 11:25:00,5.196778766666667,125.0,115.0,30.0,2000,324.0,132.21,257.21,40.8,79.38,108.7
D89_R1_B3_L1_Pagoh,D89_R1_B3_L1_Pagoh,MY_PAGOH_FAST,MY_PAGOH_FAST_DC_3,BYD_K9,DC,UTC+8,2024-03-30 11:15:33.250914,2024-03-30 11:45:33.250914,2024-03-30 11:40:00,5.554181900000001,125.0,115.0,30.0,2000,324.0,163.79,288.79,50.55,89.13,108.7
D89_CAR_MODEL_A_5,D89_CAR_MODEL_A_5,MY_PAGOH_FAST,MY_PAGOH_FAST_AC_1,CAR_MODEL_A,AC,UTC+8,2024-03-30 15:37:15.353777,2024-03-30 16:27:15.353777,2024-03-30 15:45:00,42.25589628333333,2.75,2.06,50.0,300,75.0,57.94,60.69,77.25,80.92,133.35
D89_CAR_MODEL_A_0,D89_CAR_MODEL_A_0,MY_PAGOH_FAST,MY_PAGOH_FAST_AC_0,CAR_MODEL_A,AC,UTC+8,2024-03-30 15:51:28.421892,2024-03-30 16:45:28.421892,2024-03-30 16:35:00,10.4736982,9.17,9.11,54.0,300,75.0,38.79,47.96,51.72,63.94,100.64
D89_R1_B0_L3_Pagoh,D89_R1_B0_L3_Pagoh,MY_PAGOH_FAST,MY_PAGOH_FAST_DC_0,BYD_K9,DC,UTC+8,2024-03-30 16:03:40.772907,2024-03-30 16:33:40.772907,2024-03-30 16:25:00,8.67954845,125.0,115.0,30.0,2000,324.0,93.4,218.4,28.83,67.41,108.7
D89_CAR_MODEL_A_8,D89_CAR_MODEL_A_8,MY_PAGOH_FAST,MY_PAGOH_FAST_AC_2,CAR_MODEL_A,AC,UTC+8,2024-03-30 16:18:10.945340,2024-03-30 16:55:10.945340,2024-03-30 16:45:00,10.182422333333333,6.42,6.24,37.0,300,75.0,42.64,49.06,56.85,65.41,102.82
D89_R1_B1_L3_Pagoh,D89_R1_B1_L3_Pagoh,MY_PAGOH_FAST,MY_PAGOH_FAST_DC_1,BYD_K9,DC,UTC+8,2024-03-30 16:19:53.486361,2024-03-30 16:49:53.486361,2024-03-30 16:40:00,9.89143935,125.0,115.0,30.0,2000,324.0,97.39,222.39,30.06,68.64,108.7
D89_R1_B2_L3_Pagoh,D89_R1_B2_L3_Pagoh,MY_PAGOH_FAST,MY_PAGOH_FAST_DC_2,BYD_K9,DC,UTC+8,2024-03-30 16:24:14.588849,2024-03-30 16:54:14.588849,2024-03-30 16:45:00,9.243147483333333,125.0,115.0,30.0,2000,324.0,146.55,271.55,45.23,83.81,108.7
D89_R1_B4_L3_Pagoh,D89_R1_B4_L3_Pagoh,MY_PAGOH_FAST,MY_PAGOH_FAST_DC_3,BYD_K9,DC,UTC+8,2024-03-30 16:44:11.493828,2024-03-30 17:14:11.493828,2024-03-30 17:05:00,9.1915638,125.0,115.0,30.0,2000,324.0,165.24,290.24,51.0,89.58,108.7
D89_R1_B3_L3_Pagoh,D89_R1_B3_L3_Pagoh,MY_PAGOH_FAST,MY_PAGOH_FAST_DC_0,BYD_K9,DC,UTC+8,2024-03-30 16:40:12.811962,2024-03-30 17:10:12.811962,2024-03-30 17:05:00,5.2135327,125.0,115.0,30.0,2000,324.0,85.77,210.77,26.47,65.05,108.7
D89_R2_B1_L3_Pagoh,D89_R2_B1_L3_Pagoh,MY_PAGOH_FAST,MY_PAGOH_FAST_DC_1,BYD_K9,DC,UTC+8,2024-03-30 16:50:10.042302,2024-03-30 17:20:10.042302,2024-03-30 17:15:00,5.1673717,125.0,115.0,30.0,2000,324.0,131.66,256.66,40.64,79.22,108.7
D89_R2_B3_L3_Pagoh,D89_R2_B3_L3_Pagoh,MY_PAGOH_FAST,MY_PAGOH_FAST_DC_2,BYD_K9,DC,UTC+8,2024-03-30 17:08:50.091694,2024-03-30 17:38:50.091694,2024-03-30 17:30:00,8.834861566666666,125.0,115.0,30.0,2000,324.0,137.48,262.48,42.43,81.01,108.7
D89_R2_B2_L3_Pagoh,D89_R2_B2_L3_Pagoh,MY_PAGOH_FAST,MY_PAGOH_FAST_DC_0,BYD_K9,DC,UTC+8,2024-03-30 17:19:05.883115,2024-03-30 17:49:05.883115,2024-03-30 17:40:00,9.098051916666666,125.0,115.0,30.0,2000,324.0,143.62,268.62,44.33,82.91,108.7
D89_CAR_MODEL_A_15,D89_CAR_MODEL_A_15,MY_PAGOH_FAST,MY_PAGOH_FAST_AC_0,CAR_MODEL_A,AC,UTC+8,2024-03-30 17:23:54.664627,2024-03-30 17:53:54.664627,2024-03-30 17:45:00,8.911077116666666,5.5,5.06,30.0,300,75.0,16.47,21.97,21.96,29.29,108.7
D89_CAR_MODEL_A_38,D89_CAR_MODEL_A_38,MY_PAGOH_FAST,MY_PAGOH_FAST_AC_1,CAR_MODEL_A,AC,UTC+8,2024-03-30 18:38:46.020002,2024-03-30 19:15:46.020002,2024-03-30 19:05:00,10.767000033333334,6.42,6.24,37.0,300,75.0,25.87,32.28,34.49,43.04,102.82
D89_CAR_MODEL_A_39,D89_CAR_MODEL_A_39,MY_PAGOH_FAST,MY_PAGOH_FAST_AC_2,CAR_MODEL_A,AC,UTC+8,2024-03-30 18:54:56.861948,2024-03-30 19:38:56.861948,2024-03-30 19:30:00,8.947699133333334,8.25,7.42,44.0,300,75.0,31.47,39.72,41.97,52.97,111.17
D89_CAR_MODEL_B_39,D89_CAR_MODEL_B_39,MY_PAGOH_FAST,MY_PAGOH_FAST_AC_2,CAR_MODEL_B,AC,UTC+8,2024-03-30 19:47:30.366388,2024-03-30 20:22:30.366388,2024-03-30 20:15:00,7.506106466666666,4.2,3.86,35.0,300,60.0,31.47,35.67,52.45,59.45,108.7
D89_CAR_MODEL_A_33,D89_CAR_MODEL_A_33,MY_PAGOH_FAST,MY_PAGOH_FAST_AC_0,CAR_MODEL_A,AC,UTC+8,2024-03-30 20:08:51.237446,2024-03-30 20:56:51.237446,2024-03-30 20:45:00,11.853957433333333,8.25,8.1,48.0,300,75.0,38.59,46.84,51.45,62.45,101.9
D89_CAR_MODEL_B_36,D89_CAR_MODEL_B_36,MY_PAGOH_FAST,MY_PAGOH_FAST_AC_1,CAR_MODEL_B,AC,UTC+8,2024-03-30 20:26:25.877029,2024-03-30 20:58:25.877029,2024-03-30 20:50:00,8.431283816666667,3.6,3.53,32.0,300,60.0,30.57,34.17,50.95,56.95,101.9
D90_CAR_MODEL_A_16,D90_CAR_MODEL_A_16,MY_PAGOH_FAST,MY_PAGOH_FAST_AC_2,CAR_MODEL_A,AC,UTC+8,2024-03-31 08:23:31.318620,2024-03-31 08:59:31.318620,2024-03-31 08:50:00,9.521977,6.42,6.07,36.0,300,75.0,32.56,38.98,43.42,51.97,105.68
D90_CAR_MODEL_A_9,D90_CAR_MODEL_A_9,MY_PAGOH_FAST,MY_PAGOH_FAST_AC_1,CAR_MODEL_A,AC,UTC+8,2024-03-31 09:41:02.763184,2024-03-31 10:24:02.763184,2024-03-31 10:15:00,9.046053066666667,7.33,7.25,43.0,300,75.0,52.4,59.73,69.87,79.64,101.11
D90_R1_B0_L1_Pagoh,D90_R1_B0_L1_Pagoh,MY_PAGOH_FAST,MY_PAGOH_FAST_DC_0,BYD_K9,DC,UTC+8,2024-03-31 10:24:09.953169,2024-03-31 10:54:09.953169,2024-03-31 10:45:00,9.16588615,125.0,115.0,30.0,2000,324.0,130.38,255.38,40.24,78.82,108.7
D90_R1_B1_L1_Pagoh,D90_R1_B1_L1_Pagoh,MY_PAGOH_FAST,MY_PAGOH_FAST_DC_1,BYD_K9,DC,UTC+8,2024-03-31 10:41:00.653364,2024-03-31 11:11:00.653364,2024-03-31 11:05:00,6.0108894,125.0,115.0,30.0,2000,324.0,143.54,268.54,44.3,82.88,108.7
D90_R1_B2_L1_Pagoh,D90_R1_B2_L1_Pagoh,MY_PAGOH_FAST,MY_PAGOH_FAST_DC_2,BYD_K9,DC,UTC+8,2024-03-31 11:06:28.125947,2024-03-31 11:36:28.125947,2024-03-31 11:30:00,6.468765783333334,125.0,115.0,30.0,2000,324.0,122.3,247.3,37.75,76.33,108.7
D90_R1_B3_L1_Pagoh,D90_R1_B3_L1_Pagoh,MY_PAGOH_FAST,MY_PAGOH_FAST_DC_3,BYD_K9,DC,UTC+8,2024-03-31 11:15:29.069363,2024-03-31 11:45:29.069363,2024-03-31 11:40:00,5.484489383333334,125.0,115.0,30.0,2000,324.0,181.21,306.21,55.93,94.51,108.7
D90_R1_B2_L3_Pagoh,D90_R1_B2_L3_Pagoh,MY_PAGOH_FAST,MY_PAGOH_FAST_DC_1,BYD_K9,DC,UTC+8,2024-03-31 16:25:58.369364,2024-03-31 16:55:58.369364,2024-03-31 16:50:00,5.9728227333333335,125.0,115.0,30.0,2000,324.0,174.57,299.57,53.88,92.46,108.7
D90_R2_B0_L3_Pagoh,D90_R2_B0_L3_Pagoh,MY_PAGOH_FAST,MY_PAGOH_FAST_DC_2,BYD_K9,DC,UTC+8,2024-03-31 16:36:59.217487,2024-03-31 17:06:59.217487,2024-03-31 17:00:00,6.986958116666667,125.0,115.0,30.0,2000,324.0,103.58,228.58,31.97,70.55,108.7
D90_R1_B0_L3_Pagoh,D90_R1_B0_L3_Pagoh,MY_PAGOH_FAST,MY_PAGOH_FAST_DC_0,BYD_K9,DC,UTC+8,2024-03-31 16:44:04.576092,2024-03-31 17:14:04.576092,2024-03-31 17:05:00,9.0762682,125.0,115.0,30.0,2000,324.0,141.66,266.66,43.72,82.3,108.7
D90_R2_B1_L3_Pagoh,D90_R2_B1_L3_Pagoh,MY_PAGOH_FAST,MY_PAGOH_FAST_DC_3,BYD_K9,DC,UTC+8,2024-03-31 16:46:02.697907,2024-03-31 17:16:02.697907,2024-03-31 17:10:00,6.044965116666666,125.0,115.0,30.0,2000,324.0,189.14,314.14,58.38,96.96,108.7
D90_CAR_MODEL_A_22,D90_CAR_MODEL_A_22,MY_PAGOH_FAST,MY_PAGOH_FAST_AC_2,CAR_MODEL_A,AC,UTC+8,2024-03-31 17:07:26.590518,2024-03-31 17:49:26.590518,2024-03-31 17:40:00,9.4431753,7.33,7.08,42.0,300,75.0,18.43,25.77,24.58,34.35,103.52
D90_R2_B2_L3_Pagoh,D90_R2_B2_L3_Pagoh,MY_PAGOH_FAST,MY_PAGOH_FAST_DC_2,BYD_K9,DC,UTC+8,2024-03-31 17:12:14.957460,2024-03-31 17:42:14.957460,2024-03-31 17:35:00,7.249291,125.0,115.0,30.0,2000,324.0,144.57,269.57,44.62,83.2,108.7
D90_R1_B1_L3_Pagoh,D90_R1_B1_L3_Pagoh,MY_PAGOH_FAST,MY_PAGOH_FAST_DC_0,BYD_K9,DC,UTC+8,2024-03-31 17:23:17.613456,2024-03-31 17:53:17.613456,2024-03-31 17:45:00,8.2935576,125.0,115.0,30.0,2000,324.0,95.45,220.45,29.46,68.04,108.7
D90_R1_B3_L3_Pagoh,D90_R1_B3_L3_Pagoh,MY_PAGOH_FAST,MY_PAGOH_FAST_DC_1,BYD_K9,DC,UTC+8,2024-03-31 17:38:49.962973,2024-03-31 18:08:49.962973,2024-03-31 18:00:00,8.832716216666666,125.0,115.0,30.0,2000,324.0,122.92,247.92,37.94,76.52,108.7
