_id,sessionID,depot_id,stationID,vehicle_type,charger_type,timezone,connectionTime,disconnectTime,doneChargingTime,extraTime,kWhDelivered,kWhRequested,minutesAvailable,WhPerMile,BUS_CAPACITY_KWH,plug_in_soc_kwh,plug_out_soc_kwh,plug_in_soc_percent,plug_out_soc_percent,energy_met_percent
D285_R2_B0_L3_Pagoh,D285_R2_B0_L3_Pagoh,MY_PAGOH_FAST,MY_PAGOH_FAST_DC_3,BYD_K9,DC,UTC+8,2024-10-12 16:30:31.768460,2024-10-12 17:00:31.768460,2024-10-12 16:55:00,5.529474333333334,125.0,115.0,30.0,2000,324.0,158.51,283.51,48.92,87.5,108.7
D285_CAR_MODEL_A_39,D285_CAR_MODEL_A_39,MY_PAGOH_FAST,MY_PAGOH_FAST_AC_2,CAR_MODEL_A,AC,UTC+8,2024-10-12 16:55:41.378727,2024-10-12 17:28:41.378727,2024-10-12 17:20:00,8.68964545,5.5,5.57,33.0,300,75.0,35.09,40.59,46.79,54.12,98.81
D285_R1_B3_L3_Pagoh,D285_R1_B3_L3_Pagoh,MY_PAGOH_FAST,MY_PAGOH_FAST_DC_0,BYD_K9,DC,UTC+8,2024-10-12 16:55:35.500066,2024-10-12 17:25:35.500066,2024-10-12 17:20:00,5.591667766666666,125.0,115.0,30.0,2000,324.0,131.07,256.07,40.46,79.04,108.7
D285_R2_B3_L3_Pagoh,D285_R2_B3_L3_Pagoh,MY_PAGOH_FAST,MY_PAGOH_FAST_DC_2,BYD_K9,DC,UTC+8,2024-10-12 17:13:18.515821,2024-10-12 17:43:18.515821,2024-10-12 17:35:00,8.308597016666667,125.0,115.0,30.0,2000,324.0,186.57,311.57,57.58,96.16,108.7
D285_R1_B4_L3_Pagoh,D285_R1_B4_L3_Pagoh,MY_PAGOH_FAST,MY_PAGOH_FAST_DC_1,BYD_K9,DC,UTC+8,2024-10-12 17:16:11.527886,2024-10-12 17:46:11.527886,2024-10-12 17:40:00,6.1921314333333335,125.0,115.0,30.0,2000,324.0,115.9,240.9,35.77,74.35,108.7
D285_CAR_MODEL_A_0,D285_CAR_MODEL_A_0,MY_PAGOH_FAST,MY_PAGOH_FAST_AC_0,CAR_MODEL_A,AC,UTC+8,2024-10-12 17:28:34.619724,2024-10-12 17:59:34.619724,2024-10-12 17:50:00,9.5769954,5.5,5.23,31.0,300,75.0,39.3,44.8,52.39,59.73,105.19
D285_CAR_MODEL_A_10,D285_CAR_MODEL_A_10,MY_PAGOH_FAST,MY_PAGOH_FAST_AC_1,CAR_MODEL_A,AC,UTC+8,2024-10-12 17:26:56.594933,2024-10-12 18:08:56.594933,2024-10-12 18:00:00,8.943248883333332,7.33,7.08,42.0,300,75.0,42.34,49.68,56.46,66.24,103.52
D285_CAR_MODEL_A_3,D285_CAR_MODEL_A_3,MY_PAGOH_FAST,MY_PAGOH_FAST_AC_0,CAR_MODEL_A,AC,UTC+8,2024-10-12 17:58:22.987172,2024-10-12 18:35:22.987172,2024-10-12 18:25:00,10.383119533333334,6.42,6.24,37.0,300,75.0,42.14,48.55,56.18,64.74,102.82
D285_CAR_MODEL_C_16,D285_CAR_MODEL_C_16,MY_PAGOH_FAST,MY_PAGOH_FAST_AC_1,CAR_MODEL_C,AC,UTC+8,2024-10-12 18:36:26.459663,2024-10-12 19:19:26.459663,2024-10-12 19:10:00,9.440994383333333,7.33,7.25,43.0,300,100.0,36.54,43.88,36.54,43.88,101.11
D285_CAR_MODEL_B_38,D285_CAR_MODEL_B_38,MY_PAGOH_FAST,MY_PAGOH_FAST_AC_0,CAR_MODEL_B,AC,UTC+8,2024-10-12 19:44:44.643106,2024-10-12 20:40:44.643106,2024-10-12 20:30:00,10.744051766666667,6.6,6.18,56.0,300,60.0,22.94,29.54,38.23,49.23,106.75
D285_CAR_MODEL_C_19,D285_CAR_MODEL_C_19,MY_PAGOH_FAST,MY_PAGOH_FAST_AC_1,CAR_MODEL_C,AC,UTC+8,2024-10-12 19:55:56.841798,2024-10-12 20:28:56.841798,2024-10-12 20:20:00,8.947363300000001,5.5,5.57,33.0,300,100.0,14.94,20.44,14.94,20.44,98.81
D286_CAR_MODEL_A_2,D286_CAR_MODEL_A_2,MY_PAGOH_FAST,MY_PAGOH_FAST_AC_1,CAR_MODEL_A,AC,UTC+8,2024-10-13 07:44:09.590002,2024-10-13 08:42:09.590002,2024-10-13 08:30:00,12.159833366666668,10.08,9.78,58.0,300,75.0,37.93,48.01,50.57,64.02,103.07
D286_CAR_MODEL_A_3,D286_CAR_MODEL_A_3,MY_PAGOH_FAST,MY_PAGOH_FAST_AC_1,CAR_MODEL_A,AC,UTC+8,2024-10-13 09:44:41.103423,2024-10-13 10:30:41.103423,2024-10-13 10:20:00,10.685057050000001,8.25,7.76,46.0,300,75.0,49.39,57.64,65.85,76.85,106.33
D286_R1_B0_L1_Pagoh,D286_R1_B0_L1_Pagoh,MY_PAGOH_FAST,MY_PAGOH_FAST_DC_0,BYD_K9,DC,UTC+8,2024-10-13 10:32:11.330126,2024-10-13 11:02:11.330126,2024-10-13 10:55:00,7.188835433333334,125.0,115.0,30.0,2000,324.0,103.84,228.84,32.05,70.63,108.7
D286_R1_B1_L1_Pagoh,D286_R1_B1_L1_Pagoh,MY_PAGOH_FAST,MY_PAGOH_FAST_DC_1,BYD_K9,DC,UTC+8,2024-10-13 10:38:57.448113,2024-10-13 11:08:57.448113,2024-10-13 11:00:00,8.95746855,125.0,115.0,30.0,2000,324.0,131.65,256.65,40.63,79.21,108.7
D286_R1_B2_L1_Pagoh,D286_R1_B2_L1_Pagoh,MY_PAGOH_FAST,MY_PAGOH_FAST_DC_2,BYD_K9,DC,UTC+8,2024-10-13 11:02:57.954415,2024-10-13 11:32:57.954415,2024-10-13 11:25:00,7.9659069166666665,125.0,115.0,30.0,2000,324.0,157.8,282.8,48.7,87.28,108.7
D286_R1_B3_L1_Pagoh,D286_R1_B3_L1_Pagoh,MY_PAGOH_FAST,MY_PAGOH_FAST_DC_3,BYD_K9,DC,UTC+8,2024-10-13 11:13:53.026521,2024-10-13 11:43:53.026521,2024-10-13 11:35:00,8.88377535,125.0,115.0,30.0,2000,324.0,100.42,225.42,30.99,69.57,108.7
D286_CAR_MODEL_A_6,D286_CAR_MODEL_A_6,MY_PAGOH_FAST,MY_PAGOH_FAST_AC_1,CAR_MODEL_A,AC,UTC+8,2024-10-13 12:00:05.290115,2024-10-13 12:50:05.290115,2024-10-13 12:45:00,5.088168583333333,9.17,8.43,50.0,300,75.0,19.98,29.14,26.64,38.86,108.7
D286_CAR_MODEL_A_28,D286_CAR_MODEL_A_28,MY_PAGOH_FAST,MY_PAGOH_FAST_AC_2,CAR_MODEL_A,AC,UTC+8,2024-10-13 12:10:51.936417,2024-10-13 13:09:51.936417,2024-10-13 13:00:00,9.86560695,10.08,9.95,59.0,300,75.0,30.24,40.32,40.32,53.76,101.33
D286_CAR_MODEL_A_0,D286_CAR_MODEL_A_0,MY_PAGOH_FAST,MY_PAGOH_FAST_AC_0,CAR_MODEL_A,AC,UTC+8,2024-10-13 12:50:51.098056,2024-10-13 13:42:51.098056,2024-10-13 13:35:00,7.851634266666666,9.17,8.77,52.0,300,75.0,23.59,32.75,31.45,43.67,104.52
D286_CAR_MODEL_A_12,D286_CAR_MODEL_A_12,MY_PAGOH_FAST,MY_PAGOH_FAST_AC_1,CAR_MODEL_A,AC,UTC+8,2024-10-13 12:58:04.343344,2024-10-13 13:45:04.343344,2024-10-13 13:35:00,10.072389066666666,8.25,7.93,47.0,300,75.0,29.02,37.27,38.7,49.7,104.07
D286_CAR_MODEL_A_29,D286_CAR_MODEL_A_29,MY_PAGOH_FAST,MY_PAGOH_FAST_AC_2,CAR_MODEL_A,AC,UTC+8,2024-10-13 14:24:34.691726,2024-10-13 15:07:34.691726,2024-10-13 14:55:00,12.578195433333333,7.33,7.25,43.0,300,75.0,13.3,20.63,17.73,27.51,101.11
D286_CAR_MODEL_A_5,D286_CAR_MODEL_A_5,MY_PAGOH_FAST,MY_PAGOH_FAST_AC_0,CAR_MODEL_A,AC,UTC+8,2024-10-13 14:54:39.660728,2024-10-13 15:46:39.660728,2024-10-13 15:35:00,11.661012133333333,9.17,8.77,52.0,300,75.0,40.06,49.23,53.41,65.64,104.52
D286_CAR_MODEL_B_14,D286_CAR_MODEL_B_14,MY_PAGOH_FAST,MY_PAGOH_FAST_AC_2,CAR_MODEL_B,AC,UTC+8,2024-10-13 16:03:35.582113,2024-10-13 16:34:35.582113,2024-10-13 16:25:00,9.593035216666667,3.6,3.42,31.0,300,60.0,19.84,23.44,33.06,39.06,105.19
D286_R1_B0_L3_Pagoh,D286_R1_B0_L3_Pagoh,MY_PAGOH_FAST,MY_PAGOH_FAST_DC_0,BYD_K9,DC,UTC+8,2024-10-13 16:06:11.397616,2024-10-13 16:36:11.397616,2024-10-13 16:30:00,6.1899602666666675,125.0,115.0,30.0,2000,324.0,127.95,252.95,39.49,78.07,108.7
D286_R1_B1_L3_Pagoh,D286_R1_B1_L3_Pagoh,MY_PAGOH_FAST,MY_PAGOH_FAST_DC_1,BYD_K9,DC,UTC+8,2024-10-13 16:15:27.955412,2024-10-13 16:45:27.955412,2024-10-13 16:40:00,5.465923533333334,125.0,115.0,30.0,2000,324.0,126.02,251.02,38.89,77.47,108.7
D286_R2_B0_L3_Pagoh,D286_R2_B0_L3_Pagoh,MY_PAGOH_FAST,MY_PAGOH_FAST_DC_2,BYD_K9,DC,UTC+8,2024-10-13 16:34:18.674730,2024-10-13 17:04:18.674730,2024-10-13 16:55:00,9.3112455,125.0,115.0,30.0,2000,324.0,162.82,287.82,50.25,88.83,108.7
D286_R1_B2_L3_Pagoh,D286_R1_B2_L3_Pagoh,MY_PAGOH_FAST,MY_PAGOH_FAST_DC_0,BYD_K9,DC,UTC+8,2024-10-13 16:36:05.332879,2024-10-13 17:06:05.332879,2024-10-13 17:00:00,6.088881316666667,125.0,115.0,30.0,2000,324.0,156.73,281.73,48.37,86.95,108.7
D286_R2_B1_L3_Pagoh,D286_R2_B1_L3_Pagoh,MY_PAGOH_FAST,MY_PAGOH_FAST_DC_3,BYD_K9,DC,UTC+8,2024-10-13 16:39:25.300269,2024-10-13 17:09:25.300269,2024-10-13 17:00:00,9.42167115,125.0,115.0,30.0,2000,324.0,115.95,240.95,35.79,74.37,108.7
D286_R1_B3_L3_Pagoh,D286_R1_B3_L3_Pagoh,MY_PAGOH_FAST,MY_PAGOH_FAST_DC_1,BYD_K9,DC,UTC+8,2024-10-13 16:55:50.433260,2024-10-13 17:25:50.433260,2024-10-13 17:20:00,5.840554333333333,125.0,115.0,30.0,2000,324.0,146.75,271.75,45.29,83.87,108.7
D286_R2_B3_L3_Pagoh,D286_R2_B3_L3_Pagoh,MY_PAGOH_FAST,MY_PAGOH_FAST_DC_2,BYD_K9,DC,UTC+8,2024-10-13 17:10:08.717614,2024-10-13 17:40:08.717614,2024-10-13 17:35:00,5.145293566666667,125.0,112.96,30.0,2000,324.0,194.84,319.84,60.14,98.72,110.66
D286_R1_B4_L3_Pagoh,D286_R1_B4_L3_Pagoh,MY_PAGOH_FAST,MY_PAGOH_FAST_DC_0,BYD_K9,DC,UTC+8,2024-10-13 17:10:17.110875,2024-10-13 17:40:17.110875,2024-10-13 17:35:00,5.28518125,125.0,115.0,30.0,2000,324.0,117.17,242.17,36.16,74.74,108.7
D286_CAR_MODEL_B_15,D286_CAR_MODEL_B_15,MY_PAGOH_FAST,MY_PAGOH_FAST_AC_2,CAR_MODEL_B,AC,UTC+8,2024-10-13 17:19:04.571329,2024-10-13 18:02:04.571329,2024-10-13 17:50:00,12.076188816666667,4.8,4.75,43.0,300,60.0,10.16,14.96,16.94,24.94,101.11
D286_CAR_MODEL_A_27,D286_CAR_MODEL_A_27,MY_PAGOH_FAST,MY_PAGOH_FAST_AC_1,CAR_MODEL_A,AC,UTC+8,2024-10-13 17:37:59.493654,2024-10-13 18:13:59.493654,2024-10-13 18:05:00,8.9915609,6.42,6.07,36.0,300,75.0,15.19,21.61,20.26,28.81,105.68
D286_CAR_MODEL_A_25,D286_CAR_MODEL_A_25,MY_PAGOH_FAST,MY_PAGOH_FAST_AC_0,CAR_MODEL_A,AC,UTC+8,2024-10-13 19:12:46.364177,2024-10-13 19:58:46.364177,2024-10-13 19:50:00,8.772736283333334,8.25,7.76,46.0,300,75.0,51.86,60.11,69.14,80.14,106.33
D286_CAR_MODEL_B_10,D286_CAR_MODEL_B_10,MY_PAGOH_FAST,MY_PAGOH_FAST_AC_1,CAR_MODEL_B,AC,UTC+8,2024-10-13 19:42:26.017862,2024-10-13 20:20:26.017862,2024-10-13 20:10:00,10.433631033333334,4.2,4.2,38.0,300,60.0,29.56,33.76,49.27,56.27,100.11
D287_CAR_MODEL_A_11,D287_CAR_MODEL_A_11,MY_PAGOH_FAST,MY_PAGOH_FAST_AC_2,CAR_MODEL_A,AC,UTC+8,2024-10-14 09:26:37.614489,2024-10-14 10:12:37.614489,2024-10-14 10:05:00,7.62690815,8.25,7.76,46.0,300,75.0,45.01,53.26,60.01,71.01,106.33
D287_R1_B1_L1_Pagoh,D287_R1_B1_L1_Pagoh,MY_PAGOH_FAST,MY_PAGOH_FAST_DC_1,BYD_K9,DC,UTC+8,2024-10-14 10:35:27.791560,2024-10-14 11:05:27.791560,2024-10-14 11:00:00,5.463192666666667,125.0,115.0,30.0,2000,324.0,107.62,232.62,33.21,71.8,108.7
D287_R1_B0_L1_Pagoh,D287_R1_B0_L1_Pagoh,MY_PAGOH_FAST,MY_PAGOH_FAST_DC_0,BYD_K9,DC,UTC+8,2024-10-14 10:36:10.244096,2024-10-14 11:06:10.244096,2024-10-14 11:00:00,6.170734933333334,125.0,115.0,30.0,2000,324.0,85.18,210.18,26.29,64.87,108.7
D287_R1_B2_L1_Pagoh,D287_R1_B2_L1_Pagoh,MY_PAGOH_FAST,MY_PAGOH_FAST_DC_2,BYD_K9,DC,UTC+8,2024-10-14 10:57:09.574866,2024-10-14 11:27:09.574866,2024-10-14 11:20:00,7.1595811,125.0,115.0,30.0,2000,324.0,162.68,287.68,50.21,88.79,108.7
D287_R1_B3_L1_Pagoh,D287_R1_B3_L1_Pagoh,MY_PAGOH_FAST,MY_PAGOH_FAST_DC_3,BYD_K9,DC,UTC+8,2024-10-14 11:20:02.289620,2024-10-14 11:50:02.289620,2024-10-14 11:45:00,5.038160333333334,125.0,115.0,30.0,2000,324.0,122.59,247.59,37.84,76.42,108.7
D287_CAR_MODEL_A_7,D287_CAR_MODEL_A_7,MY_PAGOH_FAST,MY_PAGOH_FAST_AC_1,CAR_MODEL_A,AC,UTC+8,2024-10-14 11:44:51.982125,2024-10-14 12:29:51.982125,2024-10-14 12:20:00,9.86636875,8.25,7.59,45.0,300,75.0,44.73,52.98,59.64,70.64,108.7
D287_CAR_MODEL_A_33,D287_CAR_MODEL_A_33,MY_PAGOH_FAST,MY_PAGOH_FAST_AC_2,CAR_MODEL_A,AC,UTC+8,2024-10-14 15:53:20.878926,2024-10-14 16:29:20.878926,2024-10-14 16:20:00,9.3479821,6.42,6.07,36.0,300,75.0,43.77,50.19,58.36,66.92,105.68
D287_CAR_MODEL_A_22,D287_CAR_MODEL_A_22,MY_PAGOH_FAST,MY_PAGOH_FAST_AC_1,CAR_MODEL_A,AC,UTC+8,2024-10-14 15:56:00.939986,2024-10-14 16:38:00.939986,2024-10-14 16:30:00,8.015666433333333,7.33,7.08,42.0,300,75.0,51.2,58.54,68.27,78.05,103.52
D287_R1_B0_L3_Pagoh,D287_R1_B0_L3_Pagoh,MY_PAGOH_FAST,MY_PAGOH_FAST_DC_0,BYD_K9,DC,UTC+8,2024-10-14 16:00:17.973017,2024-10-14 16:30:17.973017,2024-10-14 16:25:00,5.299550283333334,125.0,115.0,30.0,2000,324.0,117.18,242.18,36.17,74.75,108.7
D287_R1_B1_L3_Pagoh,D287_R1_B1_L3_Pagoh,MY_PAGOH_FAST,MY_PAGOH_FAST_DC_1,BYD_K9,DC,UTC+8,2024-10-14 16:11:01.269737,2024-10-14 16:41:01.269737,2024-10-14 16:35:00,6.021162283333334,125.0,115.0,30.0,2000,324.0,89.53,214.53,27.63,66.21,108.7
D287_R1_B2_L3_Pagoh,D287_R1_B2_L3_Pagoh,MY_PAGOH_FAST,MY_PAGOH_FAST_DC_2,BYD_K9,DC,UTC+8,2024-10-14 16:17:34.469586,2024-10-14 16:47:34.469586,2024-10-14 16:40:00,7.5744931,125.0,115.0,30.0,2000,324.0,148.93,273.93,45.97,84.55,108.7
D287_CAR_MODEL_B_13,D287_CAR_MODEL_B_13,MY_PAGOH_FAST,MY_PAGOH_FAST_AC_1,CAR_MODEL_B,AC,UTC+8,2024-10-14 16:35:27.530322,2024-10-14 17:27:27.530322,2024-10-14 17:20:00,7.4588387,6.0,5.74,52.0,300,60.0,30.75,36.75,51.25,61.25,104.52
D287_R2_B0_L3_Pagoh,D287_R2_B0_L3_Pagoh,MY_PAGOH_FAST,MY_PAGOH_FAST_DC_2,BYD_K9,DC,UTC+8,2024-10-14 16:48:08.925896,2024-10-14 17:18:08.925896,2024-10-14 17:10:00,8.148764933333334,125.0,115.0,30.0,2000,324.0,147.11,272.11,45.4,83.98,108.7
D287_R1_B3_L3_Pagoh,D287_R1_B3_L3_Pagoh,MY_PAGOH_FAST,MY_PAGOH_FAST_DC_0,BYD_K9,DC,UTC+8,2024-10-14 16:48:32.574013,2024-10-14 17:18:32.574013,2024-10-14 17:10:00,8.542900216666668,125.0,115.0,30.0,2000,324.0,136.26,261.26,42.06,80.64,108.7
D287_R2_B1_L3_Pagoh,D287_R2_B1_L3_Pagoh,MY_PAGOH_FAST,MY_PAGOH_FAST_DC_3,BYD_K9,DC,UTC+8,2024-10-14 16:50:00.279683,2024-10-14 17:20:00.279683,2024-10-14 17:15:00,5.004661383333333,125.0,115.0,30.0,2000,324.0,113.02,238.02,34.88,73.46,108.7
D287_CAR_MODEL_B_32,D287_CAR_MODEL_B_32,MY_PAGOH_FAST,MY_PAGOH_FAST_AC_2,CAR_MODEL_B,AC,UTC+8,2024-10-14 16:56:52.198093,2024-10-14 17:49:52.198093,2024-10-14 17:40:00,9.869968216666667,6.0,5.85,53.0,300,60.0,9.12,15.12,15.2,25.2,102.54
D287_R1_B4_L3_Pagoh,D287_R1_B4_L3_Pagoh,MY_PAGOH_FAST,MY_PAGOH_FAST_DC_1,BYD_K9,DC,UTC+8,2024-10-14 17:13:58.847139,2024-10-14 17:43:58.847139,2024-10-14 17:35:00,8.98078565,125.0,115.0,30.0,2000,324.0,163.2,288.2,50.37,88.95,108.7
D287_CAR_MODEL_B_26,D287_CAR_MODEL_B_26,MY_PAGOH_FAST,MY_PAGOH_FAST_AC_1,CAR_MODEL_B,AC,UTC+8,2024-10-14 17:46:35.848657,2024-10-14 18:18:35.848657,2024-10-14 18:10:00,8.597477616666668,3.6,3.53,32.0,300,60.0,33.33,36.93,55.54,61.54,101.9
D287_CAR_MODEL_C_14,D287_CAR_MODEL_C_14,MY_PAGOH_FAST,MY_PAGOH_FAST_AC_2,CAR_MODEL_C,AC,UTC+8,2024-10-14 18:52:43.569629,2024-10-14 19:31:43.569629,2024-10-14 19:25:00,6.7261604833333335,7.33,6.58,39.0,300,100.0,28.1,35.43,28.1,35.43,111.48
D287_CAR_MODEL_A_5,D287_CAR_MODEL_A_5,MY_PAGOH_FAST,MY_PAGOH_FAST_AC_0,CAR_MODEL_A,AC,UTC+8,2024-10-14 20:08:13.705598,2024-10-14 20:46:13.705598,2024-10-14 20:35:00,11.228426633333333,6.42,6.41,38.0,300,75.0,9.65,16.07,12.87,21.42,100.11
D287_CAR_MODEL_C_10,D287_CAR_MODEL_C_10,MY_PAGOH_FAST,MY_PAGOH_FAST_AC_1,CAR_MODEL_C,AC,UTC+8,2024-10-14 20:38:01.847292,2024-10-14 21:19:01.847292,2024-10-14 21:10:00,9.0307882,7.33,6.92,41.0,300,100.0,32.5,39.83,32.5,39.83,106.04
D288_R1_B0_L1_Pagoh,D288_R1_B0_L1_Pagoh,MY_PAGOH_FAST,MY_PAGOH_FAST_DC_0,BYD_K9,DC,UTC+8,2024-10-15 10:27:55.888309,2024-10-15 10:57:55.888309,2024-10-15 10:50:00,7.931471816666667,125.0,115.0,30.0,2000,324.0,106.06,231.06,32.73,71.31,108.7
D288_R1_B1_L1_Pagoh,D288_R1_B1_L1_Pagoh,MY_PAGOH_FAST,MY_PAGOH_FAST_DC_1,BYD_K9,DC,UTC+8,2024-10-15 10:38:06.566623,2024-10-15 11:08:06.566623,2024-10-15 11:00:00,8.109443716666666,125.0,115.0,30.0,2000,324.0,87.28,212.28,26.94,65.52,108.7
D288_R1_B2_L1_Pagoh,D288_R1_B2_L1_Pagoh,MY_PAGOH_FAST,MY_PAGOH_FAST_DC_2,BYD_K9,DC,UTC+8,2024-10-15 10:56:29.460595,2024-10-15 11:26:29.460595,2024-10-15 11:20:00,6.491009916666667,125.0,115.0,30.0,2000,324.0,127.12,252.12,39.23,77.81,108.7
D288_R1_B3_L1_Pagoh,D288_R1_B3_L1_Pagoh,MY_PAGOH_FAST,MY_PAGOH_FAST_DC_3,BYD_K9,DC,UTC+8,2024-10-15 11:17:56.022444,2024-10-15 11:47:56.022444,2024-10-15 11:40:00,7.9337074,125.0,115.0,30.0,2000,324.0,117.22,242.22,36.18,74.76,108.7
D288_CAR_MODEL_A_9,D288_CAR_MODEL_A_9,MY_PAGOH_FAST,MY_PAGOH_FAST_AC_1,CAR_MODEL_A,AC,UTC+8,2024-10-15 14:45:04.987894,2024-10-15 15:20:04.987894,2024-10-15 15:15:00,5.083131566666666,6.42,5.9,35.0,300,75.0,8.89,15.31,11.85,20.41,108.7
D288_R1_B0_L3_Pagoh,D288_R1_B0_L3_Pagoh,MY_PAGOH_FAST,MY_PAGOH_FAST_DC_0,BYD_K9,DC,UTC+8,2024-10-15 15:56:19.622964,2024-10-15 16:26:19.622964,2024-10-15 16:20:00,6.327049400000001,125.0,115.0,30.0,2000,324.0,145.06,270.06,44.77,83.35,108.7
D288_R1_B2_L3_Pagoh,D288_R1_B2_L3_Pagoh,MY_PAGOH_FAST,MY_PAGOH_FAST_DC_2,BYD_K9,DC,UTC+8,2024-10-15 16:15:42.121198,2024-10-15 16:45:42.121198,2024-10-15 16:40:00,5.702019966666667,125.0,115.0,30.0,2000,324.0,131.2,256.2,40.49,79.07,108.7
D288_R1_B1_L3_Pagoh,D288_R1_B1_L3_Pagoh,MY_PAGOH_FAST,MY_PAGOH_FAST_DC_1,BYD_K9,DC,UTC+8,2024-10-15 16:22:17.021665,2024-10-15 16:52:17.021665,2024-10-15 16:45:00,7.283694416666666,125.0,115.0,30.0,2000,324.0,118.69,243.69,36.63,75.21,108.7
D288_CAR_MODEL_A_13,D288_CAR_MODEL_A_13,MY_PAGOH_FAST,MY_PAGOH_FAST_AC_1,CAR_MODEL_A,AC,UTC+8,2024-10-15 16:21:26.648960,2024-10-15 17:21:26.648960,2024-10-15 17:10:00,11.444149333333334,10.08,10.0,60.0,300,75.0,50.0,60.09,66.67,80.11,100.86
D288_R2_B0_L3_Pagoh,D288_R2_B0_L3_Pagoh,MY_PAGOH_FAST,MY_PAGOH_FAST_DC_3,BYD_K9,DC,UTC+8,2024-10-15 16:34:01.419012,2024-10-15 17:04:01.419012,2024-10-15 16:55:00,9.023650199999999,125.0,115.0,30.0,2000,324.0,118.2,243.2,36.48,75.06,108.7
D288_R1_B3_L3_Pagoh,D288_R1_B3_L3_Pagoh,MY_PAGOH_FAST,MY_PAGOH_FAST_DC_0,BYD_K9,DC,UTC+8,2024-10-15 16:41:38.110115,2024-10-15 17:11:38.110115,2024-10-15 17:05:00,6.635168583333334,125.0,115.0,30.0,2000,324.0,111.75,236.75,34.49,73.07,108.7
D288_CAR_MODEL_A_15,D288_CAR_MODEL_A_15,MY_PAGOH_FAST,MY_PAGOH_FAST_AC_2,CAR_MODEL_A,AC,UTC+8,2024-10-15 16:54:04.509957,2024-10-15 17:51:04.509957,2024-10-15 17:40:00,11.07516595,10.08,9.61,57.0,300,75.0,35.06,45.14,46.74,60.18,104.88
D288_R1_B4_L3_Pagoh,D288_R1_B4_L3_Pagoh,MY_PAGOH_FAST,MY_PAGOH_FAST_DC_1,BYD_K9,DC,UTC+8,2024-10-15 16:57:08.757977,2024-10-15 17:27:08.757977,2024-10-15 17:20:00,7.145966283333333,125.0,115.0,30.0,2000,324.0,174.34,299.34,53.81,92.39,108.7
D288_R2_B2_L3_Pagoh,D288_R2_B2_L3_Pagoh,MY_PAGOH_FAST,MY_PAGOH_FAST_DC_2,BYD_K9,DC,UTC+8,2024-10-15 17:08:52.239169,2024-10-15 17:38:52.239169,2024-10-15 17:30:00,8.870652816666666,125.0,115.0,30.0,2000,324.0,183.22,308.22,56.55,95.13,108.7
D288_R2_B3_L3_Pagoh,D288_R2_B3_L3_Pagoh,MY_PAGOH_FAST,MY_PAGOH_FAST_DC_0,BYD_K9,DC,UTC+8,2024-10-15 17:11:52.763802,2024-10-15 17:41:52.763802,2024-10-15 17:35:00,6.8793967,125.0,115.0,30.0,2000,324.0,151.25,276.25,46.68,85.26,108.7
D288_CAR_MODEL_A_16,D288_CAR_MODEL_A_16,MY_PAGOH_FAST,MY_PAGOH_FAST_AC_1,CAR_MODEL_A,AC,UTC+8,2024-10-15 19:17:28.931139,2024-10-15 20:15:28.931139,2024-10-15 20:05:00,10.48218565,10.08,9.78,58.0,300,75.0,42.89,52.97,57.19,70.63,103.07
D288_CAR_MODEL_A_1,D288_CAR_MODEL_A_1,MY_PAGOH_FAST,MY_PAGOH_FAST_AC_0,CAR_MODEL_A,AC,UTC+8,2024-10-15 19:23:50.999457,2024-10-15 19:55:50.999457,2024-10-15 19:45:00,10.84999095,5.5,5.4,32.0,300,75.0,46.29,51.79,61.71,69.05,101.9
D288_CAR_MODEL_A_22,D288_CAR_MODEL_A_22,MY_PAGOH_FAST,MY_PAGOH_FAST_AC_2,CAR_MODEL_A,AC,UTC+8,2024-10-15 19:40:51.718362,2024-10-15 20:29:51.718362,2024-10-15 20:20:00,9.861972699999999,8.25,8.26,49.0,300,75.0,16.93,25.18,22.58,33.58,99.82
D288_CAR_MODEL_A_11,D288_CAR_MODEL_A_11,MY_PAGOH_FAST,MY_PAGOH_FAST_AC_0,CAR_MODEL_A,AC,UTC+8,2024-10-15 21:15:52.773680,2024-10-15 21:46:52.773680,2024-10-15 21:40:00,6.879561333333333,5.5,5.23,31.0,300,75.0,40.71,46.21,54.28,61.61,105.19
D289_CAR_MODEL_A_22,D289_CAR_MODEL_A_22,MY_PAGOH_FAST,MY_PAGOH_FAST_AC_2,CAR_MODEL_A,AC,UTC+8,2024-10-16 08:59:57.887697,2024-10-16 09:52:57.887697,2024-10-16 09:40:00,12.96479495,9.17,8.94,53.0,300,75.0,27.66,36.83,36.88,49.1,102.54
D289_CAR_MODEL_A_7,D289_CAR_MODEL_A_7,MY_PAGOH_FAST,MY_PAGOH_FAST_AC_1,CAR_MODEL_A,AC,UTC+8,2024-10-16 10:28:23.851108,2024-10-16 11:26:23.851108,2024-10-16 11:15:00,11.397518466666666,10.08,9.78,58.0,300,75.0,43.9,53.98,58.53,71.98,103.07
D289_R1_B0_L1_Pagoh,D289_R1_B0_L1_Pagoh,MY_PAGOH_FAST,MY_PAGOH_FAST_DC_0,BYD_K9,DC,UTC+8,2024-10-16 10:35:56.999766,2024-10-16 11:05:56.999766,2024-10-16 11:00:00,5.949996100000001,125.0,115.0,30.0,2000,324.0,126.43,251.43,39.02,77.6,108.7
